1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1,1,1,0,0,0,0,0,0,0,p1,0,0,1,1,0
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
1,1,1,1,1,w1下2,1,w1右2,nm,nm,nm,nm,w1左2,1,0,0
1,1,0,0,0,nm,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,nm,0,0,0,0,0,0,m2x2,0,0,0
0,0,m5x2,0,0,nm,0,0,p1,0,0,0,0,0,0,0
0,0,0,0,0,nm,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,w1上2,1,1,1,w1下2,1,1,1,1,0,0
0,0,0,0,0,0,0,0,0,nm,0,0,1,1,1,0
0,0,0,0,0,p1,0,0,0,nm,0,0,0,0,1,0
0,0,m5x2,0,0,0,0,0,0,nm,0,0,p1,0,1,1
0,0.5a1,0,0,0,0,0,0,0,nm,0,0,0,0,1,1
0,0,0,0,0,0,1,1,1,w1上2,0,0,0,1,1,1
0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
