1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,d上,d上,d上,d上,d上,d上,d上,d上,d上,d上,d上,d上,1,1
1,1,d下,d下,d下,d下,d下,d下,d下,d下,d下,d下,d下,d下,1,1
1,nm,0,0,0,0,0,0,0,0,0,0,0,0,nm,1
1,nm,0,0,0,0,0,0,0.5a1,0,0,0,0,0,nm,1
1,nm,0,0.5a2,0,0,0,0,0,0,0,0,0,0,nm,1
1,nm,0,0,0,0,0,0,0,0,0,0,0,0,nm,1
1,nm,0,0,0,0,0,bm1,0,0,0,0,0,0,nm,1
1,nm,0,0,0,0,0,0,0,0,0,0.5a1,0,0,nm,1
1,nm,0,0,0,0,0,0,0,0,0,0,0,0,nm,1
1,nm,0,0,0,0,0,0,0,0,0,0,0,0,nm,1
1,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,1
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
