0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,d左上,d上,d上,d上,d上右,0,0,0
0,0,0,0,0,0,0,0,d左,d右,d下,d左,d右,0,0,0
0,0,0,0,0,0,0,0,d左,d右,c,d左,d右,0,0,0
0,0,0,0,0,0,0,0,d左,d右,d上,d左,d右,0,0,0
0,0,0,0,0,0,0,0,d下左,d下,d下,d下,d右下,0,0,0
0,0,0,d左上,d上,d上,d上,d上右,0,0,0,0,0,0,0,0
0,0,0,d左,d右,d下,d左,d右,0,0,0,0,0,0,0,0
0,0,0,d左,d右,c,d左,d右,0,0,0,0,0,0,0,0
0,0,0,d左,d右,d上,d左,d右,0,0,0,0,0,0,0,0
0,0,0,d下左,d下,d下,d下,d右下,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
