1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,0.5,0,0,0.5,1,1,1,1,1,1
1,d,d右,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0.5a1,0,d左,d,1
1,d,d右,0,0,0,0,難度1-5是bm1x1_難度6-7是bm1x2,0,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0.5a1,0,0,0,0,d左,d,1
1,d,d右,0,0,0,0,0,0,0,0,0,0,d左,d,1
1,d,d右,nm,nm,nm,nm,nm,nm,nm,nm,nm,nm,d左,d,1
1,1,1,1,1,1,0.5,0,0,0.5,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
