1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,d,d,d,d,d,d,d,d,d,d,1,1,1
0,0,1,d下,d下,d下,d下,d下,d下,d下,d下,d下,d下,1,0,0
0,0,1,nm,0,0,0,0,0,0,0,0,nm,1,0,0
0,0,1,nm,0,0,0,0,0,0,0,0,nm,1,0,0
0,0,1,nm,0,0,0,0,0,0,0,0,nm,1,0,0
0,0,0.5,nm,0,0,0,0,0,0,0,0,nm,0.5,0,0
0,0,0,nm,0,0,0,0,難度1-5是bm1x1_難度6-7是bm1x2,0,0,0,nm,0,0,0
0,0,0,nm,0,0.5a1,0,0,0,0,0,0,nm,0,0,0
0,0,0.5,nm,0,0,0,0,0,0,0,0,nm,0.5,0,0
0,0,1,nm,0,0,0,0,0,0,0,0,nm,1,0,0
0,0,1,nm,0,0,0,0,0,0.5a1,0,0,nm,1,0,0
0,0,1,nm,0,0,0,0,0,0,0,0,nm,1,0,0
0,0,1,d上,d上,d上,d上,d上,d上,d上,d上,d上,d上,1,0,0
1,1,1,d,d,d,d,d,d,d,d,d,d,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
